                Temp     Hi    Low   Out    Dew  Wind  Wind   Wind    Hi    Hi   Wind   Heat    THW   THSW                Rain  Solar   Solar Hi Solar   UV    UV    Hi     Heat    Cool    In     In    In     In     In   In Air          Wind  Wind    ISS   Arc.
  Date    Time     Out   Temp   Temp   Hum    Pt. Speed   Dir    Run Speed   Dir  Chill  Index  Index  Index   Bar    Rain  Rate   Rad.  Energy    Rad.  Index  Dose   UV     D-D     D-D    Temp   Hum    Dew   Heat    EMC Density     ET   Samp   Tx   Recept  Int.
 7/18/15  1:11a   69.5   69.5   69.5    71   59.7   9.0   NNW   0.15  12.0    NW   68.1   69.9   68.5   66.5  29.579  0.00  0.00     0     0.00      0     0.0  0.00   0.0   0.000   0.003   82.1    46   59.3   82.2   8.45  .0712    0.000    23    1    100.0    1 
 7/18/15  1:12a   69.5   69.5   69.5    71   59.7   3.0   NNW   0.05   7.0    NW   69.5   69.9   69.9   67.7  29.580  0.00  0.00     0     0.00      0     0.0  0.00   0.0   0.000   0.003   82.1    46   59.3   82.2   8.45  .0712    0.000    24    1    100.0    1 
 7/18/15  1:13a   69.5   69.5   69.5    71   59.7   3.0     N   0.05   5.0   NNW   69.5   69.9   69.9   67.7  29.581  0.00  0.00     0     0.00      0     0.0  0.00   0.0   0.000   0.003   82.1    46   59.3   82.2   8.45  .0712    0.000    23    1    100.0    1 
 7/18/15  1:14a   69.5   69.5   69.5    71   59.7   6.0    NW   0.10  15.0   WNW   69.5   69.9   69.9   67.7  29.580  0.00  0.00     0     0.00      0     0.0  0.00   0.0   0.000   0.003   82.1    46   59.3   82.2   8.45  .0712    0.000    24    1    100.0    1 
 7/18/15  1:15a   69.5   69.5   69.5    71   59.7   6.0     N   0.10  10.0   NNW   69.5   69.9   69.9   67.7  29.579  0.00  0.00     0     0.00      0     0.0  0.00   0.0   0.000   0.003   82.1    46   59.3   82.2   8.45  .0712    0.000    23    1    100.0    1 
 7/18/15  1:16a   69.5   69.5   69.5    71   59.7   5.0     N   0.08   9.0    NE   69.5   69.9   69.9   67.7  29.581  0.00  0.00     0     0.00      0     0.0  0.00   0.0   0.000   0.003   82.1    46   59.3   82.2   8.45  .0712    0.000    23    1    100.0    1 
 7/18/15  1:17a   69.5   69.5   69.5    71   59.7   3.0   WSW   0.05   6.0    NW   69.5   69.9   69.9   67.7  29.580  0.00  0.00     0     0.00      0     0.0  0.00   0.0   0.000   0.003   82.1    46   59.3   82.2   8.45  .0712    0.000    24    1    100.0    1 
 7/18/15  1:18a   69.5   69.5   69.5    71   59.7   9.0   NNW   0.15  16.0   WNW   68.1   69.9   68.5   66.5  29.583  0.00  0.00     0     0.00      0     0.0  0.00   0.0   0.000   0.003   82.1    46   59.3   82.2   8.45  .0712    0.000    23    1    100.0    1 
 7/18/15  1:19a   69.5   69.6   69.5    71   59.7   6.0     N   0.10  12.0     N   69.5   69.9   69.9   67.7  29.580  0.00  0.00     0     0.00      0     0.0  0.00   0.0   0.000   0.003   82.1    46   59.3   82.2   8.45  .0712    0.000    24    1    100.0    1 
 7/18/15  1:20a   69.6   69.6   69.5    71   59.8   7.0   NNW   0.12  11.0     N   69.6   69.9   69.9   67.7  29.581  0.00  0.00     0     0.00      0     0.0  0.00   0.0   0.000   0.003   82.1    46   59.3   82.2   8.45  .0712    0.000    23    1    100.0    1 
 7/18/15  1:21a   69.6   69.6   69.5    71   59.8   7.0     N   0.12  10.0     N   69.6   69.9   69.9   67.7  29.583  0.00  0.00     0     0.00      0     0.0  0.00   0.0   0.000   0.003   82.1    46   59.3   82.2   8.45  .0712    0.000    24    1    100.0    1 
 7/18/15  1:22a   69.6   69.6   69.6    71   59.8   8.0    NW   0.13  16.0    NW   69.0   69.9   69.3   67.2  29.584  0.00  0.00     0     0.00      0     0.0  0.00   0.0   0.000   0.003   82.1    46   59.3   82.2   8.45  .0712    0.000    23    1    100.0    1 
 7/18/15  1:23a   69.6   69.6   69.6    71   59.8   5.0   NNW   0.08  12.0    NW   69.6   69.9   69.9   67.7  29.582  0.00  0.00     0     0.00      0     0.0  0.00   0.0   0.000   0.003   82.1    46   59.3   82.2   8.45  .0712    0.000    23    1    100.0    1 
 7/18/15  1:24a   69.6   69.6   69.6    71   59.8   4.0     N   0.07   7.0    NE   69.6   69.9   69.9   67.7  29.584  0.00  0.00     0     0.00      0     0.0  0.00   0.0   0.000   0.003   82.1    46   59.3   82.2   8.45  .0712    0.000    24    1    100.0    1 
 7/18/15  1:25a   69.6   69.6   69.6    71   59.8   6.0     N   0.10  13.0     N   69.6   69.9   69.9   67.7  29.582  0.00  0.00     0     0.00      0     0.0  0.00   0.0   0.000   0.003   82.1    46   59.3   82.2   8.45  .0712    0.000    23    1    100.0    1 
 7/18/15  1:26a   69.6   69.6   69.6    71   59.8   7.0    NW   0.12  14.0    NE   69.6   69.9   69.9   67.7  29.583  0.00  0.00     0     0.00      0     0.0  0.00   0.0   0.000   0.003   82.1    46   59.3   82.2   8.45  .0712    0.000    24    1    100.0    1 
 7/18/15  1:27a   69.6   69.6   69.6    71   59.8   5.0     N   0.08   8.0   WNW   69.6   69.9   69.9   67.7  29.581  0.00  0.00     0     0.00      0     0.0  0.00   0.0   0.000   0.003   82.1    46   59.3   82.2   8.45  .0712    0.000    23    1    100.0    1 
 7/18/15  1:28a   69.6   69.6   69.6    71   59.8   5.0   NNW   0.08  10.0   NNW   69.6   69.9   69.9   67.7  29.582  0.00  0.00     0     0.00      0     0.0  0.00   0.0   0.000   0.003   82.1    46   59.3   82.2   8.45  .0712    0.000    23    1    100.0    1 
 7/18/15  1:29a   69.6   69.6   69.6    71   59.8   4.0    NW   0.07  13.0    NW   69.6   69.9   69.9   67.7  29.580  0.00  0.00     0     0.00      0     0.0  0.00   0.0   0.000   0.003   82.1    46   59.3   82.2   8.45  .0712    0.000    24    1    100.0    1 
